,Exchange,Crypto,Fiat
3599,Bitfinex,VEE,USD
3600,Bitfinex,VEE,BTC
3601,Bitfinex,VEE,ETH
3602,Bitfinex,UTK,ETH
3603,Bitfinex,UTK,BTC
3604,Bitfinex,UTK,USD
3605,Bitfinex,BOX,ETH
3606,Bitfinex,BOX,USD
3607,Bitfinex,BFX,USD
3608,Bitfinex,BFX,BTC
3609,Bitfinex,DTX,USD
3610,Bitfinex,DTX,UST
3611,Bitfinex,WBTC,USD
3612,Bitfinex,WBTC,ETH
3613,Bitfinex,VLD,USD
3614,Bitfinex,VLD,ETH
3615,Bitfinex,CBT,ETH
3616,Bitfinex,CBT,BTC
3617,Bitfinex,CBT,USD
3618,Bitfinex,MDCL,ETH
3619,Bitfinex,MDCL,USD
3620,Bitfinex,MDCL,BTC
3621,Bitfinex,BNN,ETH
3622,Bitfinex,BNN,USD
3623,Bitfinex,CLO,USD
3624,Bitfinex,CLO,BTC
3625,Bitfinex,BCI,USD
3626,Bitfinex,BCI,BTC
3627,Bitfinex,SPANK,BTC
3628,Bitfinex,SPANK,ETH
3629,Bitfinex,SPANK,USD
3630,Bitfinex,DGX,USD
3631,Bitfinex,DGX,ETH
3632,Bitfinex,AMPL,USD
3633,Bitfinex,AMPL,USDT
3634,Bitfinex,DTH,BTC
3635,Bitfinex,DTH,ETH
3636,Bitfinex,DTH,USD
3637,Bitfinex,ESS,USD
3638,Bitfinex,ESS,BTC
3639,Bitfinex,ESS,ETH
3640,Bitfinex,GENS,ETH
3641,Bitfinex,GENS,USD
3642,Bitfinex,LYM,USD
3643,Bitfinex,LYM,ETH
3644,Bitfinex,LYM,BTC
3645,Bitfinex,NIO,USD
3646,Bitfinex,NIO,ETH
3647,Bitfinex,AVT,ETH
3648,Bitfinex,AVT,USD
3649,Bitfinex,AVT,BTC
3650,Bitfinex,PASS,USD
3651,Bitfinex,PASS,ETH
3652,Bitfinex,CRDTS,ETH
3653,Bitfinex,CRDTS,USD
3654,Bitfinex,RBTC,USD
3655,Bitfinex,RBTC,BTC
3656,Bitfinex,FTXT,UST
3657,Bitfinex,FTXT,USDT
3658,Bitfinex,FTXT,USD
3659,Bitfinex,GOT,USD
3660,Bitfinex,GOT,ETH
3661,Bitfinex,GOT,EUR
3662,Bitfinex,FOAM,USD
3663,Bitfinex,FOAM,ETH
3664,Bitfinex,WLO,USD
3665,Bitfinex,WLO,XLM
3666,Bitfinex,UTNP,USD
3667,Bitfinex,UTNP,ETH
3668,Bitfinex,XCHF,USD
3669,Bitfinex,XCHF,ETH
3670,Bitfinex,AUC,BTC
3671,Bitfinex,AUC,ETH
3672,Bitfinex,AUC,USD
3673,Bitfinex,ATMI,USD
3674,Bitfinex,ATMI,ETH
3675,Bitfinex,ATMI,BTC
3676,Bitfinex,ORS,BTC
3677,Bitfinex,ORS,ETH
3678,Bitfinex,ORS,USD
3679,Bitfinex,PNK,ETH
3680,Bitfinex,PNK,USD
3681,Bitfinex,BT1,BTC
3682,Bitfinex,BT1,USD
3683,Bitfinex,IMPT,USD
3684,Bitfinex,IMPT,ETH
3685,Bitfinex,ULTRA,USD
3686,Bitfinex,ULTRA,BTC
3687,Bitfinex,RIF,BTC
3688,Bitfinex,RIF,USD
3689,Bitfinex,RRT,USD
3690,Bitfinex,RRT,BTC
3691,Bitfinex,DADI,ETH
3692,Bitfinex,DADI,USD
3693,Bitfinex,DADI,BTC
3694,Bitfinex,SAN,USD
3695,Bitfinex,SAN,BTC
3696,Bitfinex,SAN,ETH
3697,Bitfinex,MXAI,USD
3698,Bitfinex,MXAI,ETH
3699,Bitfinex,CSEN,USD
3700,Bitfinex,CSEN,ETH
3701,Bitfinex,CSEN,BTC
3702,Bitfinex,BT2,BTC
3703,Bitfinex,BT2,USD
3704,Bitfinex,SWM,ETH
3705,Bitfinex,SWM,USD
3706,Bitfinex,QASH,BTC
3707,Bitfinex,QASH,ETH
3708,Bitfinex,QASH,USD
3709,Bitfinex,PPAI,USD
3710,Bitfinex,PPAI,BTC
3711,Bitfinex,ONL,USD
3712,Bitfinex,ONL,ETH
3713,Bitfinex,ZCN,USD
3714,Bitfinex,ZCN,ETH
3715,Bitfinex,ZCN,BTC
3716,Bitfinex,INT,ETH
3717,Bitfinex,INT,USD
3718,Bitforex,ELF,USDT
3719,Bitforex,TRX,USDT
3720,Bitforex,GRIN,BTC
3721,Bitforex,GRIN,USDT
3722,Bitforex,KIN,ETH
3723,Bitforex,KIN,USDT
3724,Bitforex,CSM,BTC
3725,Bitforex,CSM,USDT
3726,Bitforex,QTUM,ETH
3727,Bitforex,QTUM,USDT
3728,Bitforex,REP,USDT
3729,Bitforex,LTC,USDT
3730,Bitforex,EOS,USDT
3731,Bitforex,EOS,BTC
3732,Bitforex,EOS,ETH
3733,Bitforex,OMG,USDT
3734,Bitforex,DASH,ETH
3735,Bitforex,DASH,USDT
3736,Bitforex,DASH,BTC
3737,Bitforex,BTT,USDT
3738,Bitforex,BTT,BTC
3739,Bitforex,BCH,USDT
3740,Bitforex,BCH,BTC
3741,Bitforex,ETH,BTC
3742,Bitforex,ETH,USDT
3743,Bitforex,ETH,TUSD
3744,Bitforex,XLM,USDT
3745,Bitforex,XLM,ETH
3746,Bitforex,GUSD,BTC
3747,Bitforex,GUSD,USDT
3748,Bitforex,ETC,USDT
3749,Bitforex,DPY,USDT
3750,Bitforex,XRP,USDT
3751,Bitforex,XRP,BTC
3752,Bitforex,XRP,ETH
3753,Bitforex,BEAM,BTC
3754,Bitforex,BEAM,ETH
3755,Bitforex,BEAM,USDT
3756,Bitforex,R,USDT
3757,Bitforex,BTC,USDT
3758,Bitforex,BTC,TUSD
3759,Bitforex,DATX,ETH
3760,Bitforex,DATX,USDT
3761,Bitforex,EPT,USDT
3762,Bitforex,EPT,ETH
3763,Bitforex,BNB,ETH
3764,Bitforex,BNB,BTC
3765,Bitforex,DOGE,ETH
3766,Bitforex,DOGE,USDT
3767,Bitforex,NEO,USDT
3768,Bitforex,NEO,ETH
3769,Bitforex,AIDOC,USDT
3770,Bitforex,MGO,USDT
3771,Bitforex,UBEX,USDT
3772,Bitforex,UBEX,ETH
3773,Bitforex,HQX,ETH
3774,Bitforex,HQX,USDT
3775,Bitforex,BSV,USDT
3776,Bitforex,BSV,BTC
3777,Bitforex,CTXC,USDT
3778,Bitforex,VSYS,BTC
3779,Bitforex,ABL,ETH
3780,Bitforex,DACC,USDT
3781,Bitforex,DACC,ETH
3782,Bitforex,BU,USDT
3783,Bitforex,BU,ETH
3784,Bitforex,GTC,USDT
3785,Bitforex,DXT,USDT
3786,Bitforex,DXT,ETH
3787,Bitforex,ATOM,USDT
3788,Bitforex,ATOM,BTC
3789,Bitforex,ATOM,ETH
3790,Bitforex,TTC,USDT
3791,Bitforex,TTC,ETH
3792,Bitforex,CARD,USDT
3793,Bitforex,SHOW,USDT
3794,Bitforex,AION,USDT
3795,Bitforex,TOMO,ETH
3796,Bitforex,TOMO,BTC
3797,Bitforex,MATIC,USDT
3798,Bitforex,MATIC,BTC
3799,Bitforex,ZIL,USDT
3800,Bitforex,DENT,USDT
3801,Bitforex,TUSD,BTC
3802,Bitforex,TUSD,ETH
3803,Bitforex,TUSD,USDT
3804,Bitforex,RVN,BTC
3805,Bitforex,DATA,USDT
3806,Bitforex,MITH,USDT
3807,Bitforex,FTO,BTC
3808,Bitforex,HYDRO,USDT
3809,Bitforex,HYDRO,ETH
3810,Bitforex,WAB,USDT
3811,Bitforex,WAB,ETH
3812,Bitforex,JCT,BTC
3813,Bitforex,JCT,ETH
3814,Bitforex,ODE,ETH
3815,Bitforex,ODE,USDT
3816,Bitforex,ABBC,BTC
3817,Bitforex,ABBC,USDT
3818,Bitforex,BWX,USDT
3819,Bitforex,BWX,ETH
3820,Bitforex,CFI,USDT
3821,Bitforex,BFT,USDT
3822,Bitforex,PRO,USDT
3823,Bitforex,PRO,ETH
3824,Bitforex,WIB,BTC
3825,Bitforex,WIB,ETH
3826,Bitforex,CMCT,USDT
3827,Bitforex,AID,USDT
3828,Bitforex,ABYSS,USDT
3829,Bitforex,ABYSS,ETH
3830,Bitforex,MHC,USDT
3831,Bitforex,MHC,ETH
3832,Bitforex,MHC,BTC
3833,Bitforex,ZPR,ETH
3834,Bitforex,ZPR,USDT
3835,Bitforex,WWB,ETH
3836,Bitforex,WWB,BTC
3837,Bitforex,ECOM,USDT
3838,Bitforex,ECOM,ETH
3839,Bitforex,KBC,USDT
3840,Bitforex,KBC,BTC
3841,Bitforex,KBC,ETH
3842,Bitforex,SPANK,USDT
3843,Bitforex,ESS,USDT
3844,Bitforex,ESS,ETH
3845,Bitforex,ATMI,ETH
3846,Bitforex,ATMI,USDT
3847,Bitforex,PPAI,ETH
3848,Bitforex,PPAI,BTC
3849,Bitforex,PPAI,USDT
3850,Bitforex,UOS,USDT
3851,Bitforex,UOS,BTC
3852,Bitforex,MIR,USDT
3853,Bitforex,MIR,ETH
3854,Bitforex,IMT,USDT
3855,Bitforex,IMT,ETH
3856,Bitforex,ISR,ETH
3857,Bitforex,ISR,USDT
3858,Bitforex,IPC,USDT
3859,Bitforex,DREP,USDT
3860,Bitforex,DREP,ETH
3861,Bitforex,BRYLL,ETH
3862,Bitforex,BRYLL,USDT
3863,Bitforex,CLB,ETH
3864,Bitforex,CLB,BTC
3865,Bitforex,MFG,ETH
3866,Bitforex,MFG,USDT
3867,Bitforex,OMI,BTC
3868,Bitforex,OMI,USDT
3869,Bitforex,SKYFT,ETH
3870,Bitforex,SKYFT,USDT
3871,Bitforex,AIC,USDT
3872,Bitforex,AIC,ETH
3873,Bitforex,TPAY,BTC
3874,Bitforex,TPAY,USDT
3875,Bitforex,DAV,ETH
3876,Bitforex,PLTC,ETH
3877,Bitforex,PLTC,USDT
3878,Bitforex,PLTC,BTC
3879,Bitforex,NOBS,ETH
3880,Bitforex,NOBS,USDT
3881,Bitforex,LATX,ETH
3882,Bitforex,LATX,USDT
3883,Bitforex,INE,ETH
3884,Bitforex,INE,USDT
3885,Bitforex,ADN,ETH
3886,Bitforex,FTT,ETH
3887,Bitforex,FTT,USDT
3888,Bitforex,BOS,USDT
3889,Bitforex,BOS,BTC
3890,Bitforex,BF,USDT
3891,Bitforex,BF,ETH
3892,Bitforex,OASC,BTC
3893,Bitforex,OASC,ETH
3894,Bitforex,QQQ,USDT
3895,Bitforex,QQQ,ETH
3896,Bitforex,ADAB,ETH
3897,Bitforex,ADAB,USDT
3898,Bitforex,ADAB,BTC
3899,Bitforex,UND,BTC
3900,Bitforex,UND,USDT
3901,Bitforex,UND,ETH
3902,Bitforex,CREDIT,USDT
3903,Bitforex,CREDIT,ETH
3904,Bitforex,ZXC,ETH
3905,Bitforex,ZXC,USDT
3906,Bitforex,MXM,USDT
3907,Bitforex,MXM,ETH
3908,Bitforex,KICKS,ETH
3909,Bitforex,KICKS,BTC
3910,Bitforex,MYO,ETH
3911,Bitforex,GTK,ETH
3912,Bitforex,GTK,USDT
3913,Bitforex,EVED,ETH
3914,Bitforex,TMTG,USDT
3915,Bitforex,TMTG,BTC
3916,Bitforex,ELY,USDT
3917,Bitforex,ELY,ETH
3918,Bitforex,ELI,USDT
3919,Bitforex,ELI,ETH
3920,Bitforex,FLP,ETH
3921,Bitforex,FLP,USDT
3922,Bitforex,ACDC,ETH
3923,Bitforex,ACDC,USDT
3924,Bitforex,BEAT,ETH
3925,Bitforex,DAC,ETH
3926,Bitforex,FIL,USDT
3927,Bitforex,TOSC,BTC
3928,Bitforex,TERN,ETH
3929,Bitforex,TERN,USDT
3930,Bitforex,NOIZ,BTC
3931,Bitforex,FIII,ETH
3932,Bitforex,FIII,USDT
3933,Bitforex,FIII,BTC
3934,Bitforex,M2O,BTC
3935,Bitforex,M2O,ETH
3936,Bitforex,OLT,ETH
3937,Bitforex,OLT,USDT
3938,Bitforex,WGC,BTC
3939,Bitforex,ELAC,USDT
3940,Bitforex,ELAC,BTC
3941,Bitforex,EDN,ETH
3942,Bitforex,CVNT,BTC
3943,Bitforex,CVNT,ETH
3944,Bitforex,DXG,ETH
3945,Bithumb,ELF,KRW
3946,Bithumb,SALT,KRW
3947,Bithumb,TRX,KRW
3948,Bithumb,OCN,KRW
3949,Bithumb,LBA,KRW
3950,Bithumb,GNT,KRW
3951,Bithumb,ADA,KRW
3952,Bithumb,BAT,KRW
3953,Bithumb,WAVES,KRW
3954,Bithumb,QTUM,KRW
3955,Bithumb,REP,KRW
3956,Bithumb,LTC,KRW
3957,Bithumb,ICX,KRW
3958,Bithumb,EOS,KRW
3959,Bithumb,OMG,KRW
3960,Bithumb,DASH,KRW
3961,Bithumb,BTT,KRW
3962,Bithumb,LAMB,KRW
3963,Bithumb,SNT,KRW
3964,Bithumb,ARN,KRW
3965,Bithumb,BCH,KRW
3966,Bithumb,IOST,KRW
3967,Bithumb,ETH,KRW
3968,Bithumb,MCO,KRW
3969,Bithumb,XLM,KRW
3970,Bithumb,ZEC,KRW
3971,Bithumb,ETC,KRW
3972,Bithumb,POWR,KRW
3973,Bithumb,XRP,KRW
3974,Bithumb,ZRX,KRW
3975,Bithumb,KNC,KRW
3976,Bithumb,NPXS,KRW
3977,Bithumb,BTC,KRW
3978,Bithumb,HC,KRW
3979,Bithumb,BTG,KRW
3980,Bithumb,MTL,KRW
3981,Bithumb,XMR,KRW
3982,Bithumb,XEM,KRW
3983,Bithumb,STRAT,KRW
3984,Bithumb,VET,KRW
3985,Bithumb,PIVX,KRW
3986,Bithumb,PPT,KRW
3987,Bithumb,BHPC,KRW
3988,Bithumb,PST,KRW
3989,Bithumb,CMT,KRW
3990,Bithumb,ETZ,KRW
3991,Bithumb,PAY,KRW
3992,Bithumb,LRC,KRW
3993,Bithumb,BSV,KRW
3994,Bithumb,ANKR,KRW
3995,Bithumb,CTXC,KRW
3996,Bithumb,DACC,KRW
3997,Bithumb,OGO,KRW
3998,Bithumb,HDAC,KRW
3999,Bithumb,GTO,KRW
4000,Bithumb,ITC,KRW
4001,Bithumb,CRO,KRW
4002,Bithumb,RDN,KRW
4003,Bithumb,MXC,KRW
4004,Bithumb,BZNT,KRW
4005,Bithumb,ABT,KRW
4006,Bithumb,LINK,KRW
4007,Bithumb,WAX,KRW
4008,Bithumb,BCD,KRW
4009,Bithumb,AE,KRW
4010,Bithumb,GXS,KRW
4011,Bithumb,STEEM,KRW
4012,Bithumb,POLY,KRW
4013,Bithumb,INS,KRW
4014,Bithumb,WTC,KRW
4015,Bithumb,ENJ,KRW
4016,Bithumb,THETA,KRW
4017,Bithumb,ZIL,KRW
4018,Bithumb,QKC,KRW
4019,Bithumb,ETHOS,KRW
4020,Bithumb,XVG,KRW
4021,Bithumb,LOOM,KRW
4022,Bithumb,MITH,KRW
4023,Bithumb,CHR,KRW
4024,Bithumb,FUNX,KRW
4025,Bithumb,ORBS,KRW
4026,Bithumb,HYC,KRW
4027,Bithumb,APIS,KRW
4028,Bithumb,PLY,KRW
4029,Bithumb,TMTG,KRW
4030,Bithumb,DAC,KRW
4031,Bithumb,MIX,KRW
4032,Bithumb,AUTO,KRW
4033,Bithumb,RNT,KRW
4034,Bithumb,TRUE,KRW
4035,Bitinfi,GNT,BTC
4036,Bitinfi,GNT,ETH
4037,Bitinfi,OMG,BTC
4038,Bitinfi,OMG,ETH
4039,Bitinfi,SNT,ETH
4040,Bitinfi,SNT,BTC
4041,Bitinfi,IOST,ETH
4042,Bitinfi,IOST,BTC
4043,Bitinfi,ETH,USDT
4044,Bitinfi,ETH,BTC
4045,Bitinfi,ZRX,BTC
4046,Bitinfi,ZRX,ETH
4047,Bitinfi,KNC,BTC
4048,Bitinfi,KNC,ETH
4049,Bitinfi,BTC,USDT
4050,Bitinfi,ZIL,ETH
4051,Bitinfi,ZIL,BTC
4052,Bitinfi,NEXO,ETH
4053,Bitkub,GNT,THB
4054,Bitkub,ADA,THB
4055,Bitkub,LTC,THB
4056,Bitkub,OMG,THB
4057,Bitkub,SNT,THB
4058,Bitkub,BCH,THB
4059,Bitkub,IOST,THB
4060,Bitkub,ETH,THB
4061,Bitkub,XLM,THB
4062,Bitkub,ENG,THB
4063,Bitkub,XRP,THB
4064,Bitkub,ZRX,THB
4065,Bitkub,KNC,THB
4066,Bitkub,CVC,THB
4067,Bitkub,BTC,THB
4068,Bitkub,USDT,THB
4069,Bitkub,BSV,THB
4070,Bitkub,CTXC,THB
4071,Bitkub,RDN,THB
4072,Bitkub,MANA,THB
4073,Bitkub,ABT,THB
4074,Bitkub,LINK,THB
4075,Bitkub,WAN,THB
4076,Bitkub,ZIL,THB
4077,Bitkub,SIX,THB
4078,Bitlish,LTC,RUB
4079,Bitlish,LTC,USD
4080,Bitlish,LTC,BTC
4081,Bitlish,LTC,EUR
4082,Bitlish,LTC,GBP
4083,Bitlish,LTC,USDT
4084,Bitlish,DASH,USD
4085,Bitlish,DASH,RUB
4086,Bitlish,DASH,EUR
4087,Bitlish,DASH,BTC
4088,Bitlish,DASH,USDT
4089,Bitlish,BCH,EUR
4090,Bitlish,BCH,USDT
4091,Bitlish,BCH,BTC
4092,Bitlish,BCH,GBP
4093,Bitlish,ETH,JPY
4094,Bitlish,ETH,EUR
4095,Bitlish,ETH,BTC
4096,Bitlish,ETH,USD
4097,Bitlish,ETH,USDT
4098,Bitlish,ETH,GBP
4099,Bitlish,ETH,RUB
4100,Bitlish,ZEC,GBP
4101,Bitlish,ZEC,USDT
4102,Bitlish,ZEC,USD
4103,Bitlish,ZEC,EUR
4104,Bitlish,ZEC,BTC
4105,Bitlish,ZEC,RUB
4106,Bitlish,XRP,GBP
4107,Bitlish,XRP,USDT
4108,Bitlish,XRP,EUR
4109,Bitlish,XRP,BTC
4110,Bitlish,BTC,EUR
4111,Bitlish,BTC,USD
4112,Bitlish,BTC,GBP
4113,Bitlish,BTC,RUB
4114,Bitlish,BTC,USDT
4115,Bitlish,BTC,JPY
4116,Bitlish,USDT,EUR
4117,Bitlish,USDT,USD
4118,Bitlish,USDT,RUB
4119,Bitlish,USDT,GBP
4120,Bitlish,USDT,JPY
4121,Bitlish,BTG,BTC
4122,Bitlish,BTG,EUR
4123,Bitlish,BTG,USDT
4124,Bitlish,XMR,GBP
4125,Bitlish,XMR,USDT
4126,Bitlish,XMR,BTC
4127,Bitlish,XMR,EUR
4128,Bitlish,XEM,ETH
4129,Bitlish,XEM,JPY
4130,Bitlish,XEM,EUR
4131,Bitlish,XEM,GBP
4132,Bitlish,XEM,BTC
4133,Bitlish,XEM,USDT
4134,Bitlish,DOGE,GBP
4135,Bitlish,DOGE,USDT
4136,Bitlish,MIOTA,BTC
4137,Bitlish,MIOTA,EUR
4138,Bitlish,MIOTA,USDT
4139,Bitlish,MIOTA,GBP
4140,Bitlish,MIOTA,ETH
4141,Bitlish,HBZ,USD
4142,Bitlish,HBZ,EUR
4143,Bitlish,HBZ,BTC
4144,Bitlish,HBZ,ETH
4145,Bitmex,XBTUSD,USD
4146,Bitpoint,LTC,JPY
4147,Bitpoint,BCH,JPY
4148,Bitpoint,ETH,JPY
4149,Bitpoint,XRP,JPY
4150,Bitpoint,BTC,HKD
4151,Bitpoint,BTC,USD
4152,Bitpoint,BTC,EUR
4153,Bitpoint,BTC,JPY
4154,Bitsane,REP,ETH
4155,Bitsane,REP,BTC
4156,Bitsane,LTC,USD
4157,Bitsane,LTC,ETH
4158,Bitsane,LTC,BCH
4159,Bitsane,LTC,USDT
4160,Bitsane,LTC,EUR
4161,Bitsane,LTC,EOS
4162,Bitsane,LTC,BTC
4163,Bitsane,LTC,DASH
4164,Bitsane,LTC,USDC
4165,Bitsane,EOS,ETH
4166,Bitsane,EOS,USD
4167,Bitsane,EOS,EUR
4168,Bitsane,EOS,USDT
4169,Bitsane,EOS,BTC
4170,Bitsane,EOS,BSV
4171,Bitsane,OMG,USDC
4172,Bitsane,DASH,ETH
4173,Bitsane,DASH,USDT
4174,Bitsane,DASH,BCH
4175,Bitsane,DASH,EUR
4176,Bitsane,DASH,BTC
4177,Bitsane,DASH,USD
4178,Bitsane,BCH,EUR
4179,Bitsane,BCH,USD
4180,Bitsane,BCH,BTC
4181,Bitsane,BCH,USDC
4182,Bitsane,BCH,USDT
4183,Bitsane,ETH,BTC
4184,Bitsane,ETH,BCH
4185,Bitsane,ETH,USDT
4186,Bitsane,ETH,USD
4187,Bitsane,ETH,EUR
4188,Bitsane,GNO,BTC
4189,Bitsane,GNO,ETH
4190,Bitsane,ETC,USDT
4191,Bitsane,ETC,ETH
4192,Bitsane,ETC,EUR
4193,Bitsane,ETC,BTC
4194,Bitsane,XRP,ETH
4195,Bitsane,XRP,LTC
4196,Bitsane,XRP,USD
4197,Bitsane,XRP,BTC
4198,Bitsane,XRP,EUR
4199,Bitsane,XRP,BCH
4200,Bitsane,XRP,USDC
4201,Bitsane,XRP,DASH
4202,Bitsane,XRP,USDT
4203,Bitsane,XRP,EOS
4204,Bitsane,ZRX,USDT
4205,Bitsane,BTC,EUR
4206,Bitsane,BTC,DOGE
4207,Bitsane,BTC,USD
4208,Bitsane,BTC,USDT
4209,Bitsane,USDT,EUR
4210,Bitsane,BTG,BTC
4211,Bitsane,BTG,EUR
4212,Bitsane,DOGE,USDT
4213,Bitsane,ICN,LTC
4214,Bitsane,ICN,ETH
4215,Bitsane,ICN,DASH
4216,Bitsane,ICN,XRP
4217,Bitsane,ICN,EUR
4218,Bitsane,ICN,USD
4219,Bitsane,ICN,BCH
4220,Bitsane,ICN,BTC
4221,Bitsane,PPC,BTC
4222,Bitsane,NMC,BTC
4223,Bitsane,VTC,BTC
4224,Bitsane,VRC,BTC
4225,Bitsane,BSV,BTC
4226,Bitsane,BSV,EUR
4227,Bitsane,MLN,BTC
4228,Bitsane,MLN,ETH
4229,Bitsane,CLAM,BTC
4230,Bitsane,TIME,BTC
4231,Bitshares,BTS,NWCN
4232,Bitshares,NWCN,USD
4233,Bitshares,NWCN,BTS
4234,Bitshares,NWCN,CNY
4235,Bitso,GNT,BTC
4236,Bitso,GNT,MXN
4237,Bitso,BAT,BTC
4238,Bitso,BAT,MXN
4239,Bitso,LTC,MXN
4240,Bitso,LTC,BTC
4241,Bitso,BCH,BTC
4242,Bitso,BCH,MXN
4243,Bitso,ETH,MXN
4244,Bitso,ETH,BTC
4245,Bitso,XRP,BTC
4246,Bitso,XRP,MXN
4247,Bitso,BTC,MXN
4248,Bitso,MANA,BTC
4249,Bitso,MANA,MXN
4250,Bitso,TUSD,MXN
4251,Bitso,TUSD,BTC
4252,Bitstamp,LTC,EUR
4253,Bitstamp,LTC,USD
4254,Bitstamp,LTC,BTC
4255,Bitstamp,BCH,BTC
4256,Bitstamp,BCH,USD
4257,Bitstamp,BCH,EUR
4258,Bitstamp,ETH,BTC
4259,Bitstamp,ETH,EUR
4260,Bitstamp,ETH,USD
4261,Bitstamp,XRP,EUR
4262,Bitstamp,XRP,BTC
4263,Bitstamp,XRP,USD
4264,Bitstamp,BTC,USD
4265,Bitstamp,BTC,EUR
4266,Bitstamp,EUR,USD
4267,Blackturtle,WAVES,TN
4268,Blackturtle,WAVES,BTC
4269,Blackturtle,LTC,TN
4270,Blackturtle,DASH,BTC
4271,Blackturtle,DASH,LTC
4272,Blackturtle,DASH,STRS
4273,Blackturtle,BCH,TN
4274,Blackturtle,ETH,BTC
4275,Blackturtle,DOGE,TN
4276,Blackturtle,DOGE,BTC
4277,Blackturtle,DOGE,STRS
4278,Blackturtle,DOGE,NECH
4279,Blackturtle,SYS,TN
4280,Blackturtle,SYS,BTC
4281,Blackturtle,SYS,LTC
4282,Blackturtle,STRS,HN
4283,Blackturtle,STRS,WAVES
4284,Blackturtle,STRS,LTC
4285,Blackturtle,STRS,TN
4286,Blackturtle,STRS,BTC
4287,Blackturtle,STRS,FTX
4288,Blackturtle,TN,BTC
4289,Blackturtle,TN,WAVES
4290,Blackturtle,WGR,TN
4291,Blackturtle,WGR,NBX
4292,Blackturtle,WGR,BTC
4293,Blackturtle,WGR,STRS
4294,Blackturtle,WGR,HN
4295,Blackturtle,NBX,TN
4296,Blackturtle,NBX,WAVES
4297,Bleutrade,WAVES,BTC
4298,Bleutrade,WAVES,ETH
4299,Bleutrade,QTUM,DOGE
4300,Bleutrade,QTUM,ETH
4301,Bleutrade,QTUM,USDT
4302,Bleutrade,QTUM,BTC
4303,Bleutrade,LTC,ETH
4304,Bleutrade,LTC,BTC
4305,Bleutrade,LTC,DOGE
4306,Bleutrade,LTC,USDT
4307,Bleutrade,DASH,BTC
4308,Bleutrade,DASH,USDT
4309,Bleutrade,DASH,ETH
4310,Bleutrade,DASH,DOGE
4311,Bleutrade,BCH,BTC
4312,Bleutrade,BCH,DOGE
4313,Bleutrade,BCH,USDT
4314,Bleutrade,BCH,ETH
4315,Bleutrade,ETH,USDT
4316,Bleutrade,ETH,BTC
4317,Bleutrade,ETH,DOGE
4318,Bleutrade,LEND,ETH
4319,Bleutrade,LEND,DOGE
4320,Bleutrade,LEND,USDT
4321,Bleutrade,LEND,BTC
4322,Bleutrade,BTC,DOGE
4323,Bleutrade,BTC,USDT
4324,Bleutrade,BTC,ETH
4325,Bleutrade,USDT,DOGE
4326,Bleutrade,USDT,BTC
4327,Bleutrade,USDT,ETH
4328,Bleutrade,BTG,ETH
4329,Bleutrade,BTG,BTC
4330,Bleutrade,BTG,USDT
4331,Bleutrade,BTG,DOGE
4332,Bleutrade,DOGE,BTC
4333,Bleutrade,DOGE,ETH
4334,Bleutrade,DOGE,USDT
4335,Bleutrade,VET,ETH
4336,Bleutrade,VET,USDT
4337,Bleutrade,VET,BTC
4338,Bleutrade,WDC,DOGE
4339,Bleutrade,WDC,BTC
4340,Bleutrade,WDC,ETH
4341,Bleutrade,XPM,DOGE
4342,Bleutrade,XPM,USDT
4343,Bleutrade,XPM,ETH
4344,Bleutrade,XPM,BTC
4345,Bleutrade,BLK,ETH
4346,Bleutrade,BLK,USDT
4347,Bleutrade,BLK,BTC
4348,Bleutrade,BLK,DOGE
4349,Bleutrade,PPC,ETH
4350,Bleutrade,PPC,BTC
4351,Bleutrade,PPC,DOGE
4352,Bleutrade,DGC,ETH
4353,Bleutrade,DGC,DOGE
4354,Bleutrade,DGC,BTC
4355,Bleutrade,LINDA,BTC
4356,Bleutrade,LINDA,DOGE
4357,Bleutrade,LINDA,ETH
4358,Bleutrade,LINDA,USDT
4359,Bleutrade,DNA,BTC
4360,Bleutrade,NVC,BTC
4361,Bleutrade,NVC,DOGE
4362,Bleutrade,NVC,ETH
4363,Bleutrade,NMC,ETH
4364,Bleutrade,NMC,USDT
4365,Bleutrade,NMC,DOGE
4366,Bleutrade,NMC,BTC
4367,Bleutrade,BTCD,ETH
4368,Bleutrade,BTCD,BTC
4369,Bleutrade,BTCD,DOGE
4370,Bleutrade,VTC,USDT
4371,Bleutrade,VTC,ETH
4372,Bleutrade,VTC,DOGE
4373,Bleutrade,VTC,BTC
4374,Bleutrade,ZET,BTC
4375,Bleutrade,ZET,ETH
4376,Bleutrade,ZET,DOGE
4377,Bleutrade,SWIFT,BTC
4378,Bleutrade,SWIFT,DOGE
4379,Bleutrade,VRC,USDT
4380,Bleutrade,VRC,BTC
4381,Bleutrade,VRC,DOGE
4382,Bleutrade,VRC,ETH
4383,Bleutrade,DAPS,DOGE
4384,Bleutrade,DAPS,USDT
4385,Bleutrade,DAPS,ETH
4386,Bleutrade,DAPS,BTC
4387,Bleutrade,DCR,DOGE
4388,Bleutrade,DCR,USDT
4389,Bleutrade,DCR,BTC
4390,Bleutrade,DCR,ETH
4391,Bleutrade,MONA,BTC
4392,Bleutrade,MONA,DOGE
4393,Bleutrade,MONA,ETH
4394,Bleutrade,MONA,USDT
4395,Bleutrade,NEOS,ETH
4396,Bleutrade,NEOS,DOGE
4397,Bleutrade,NEOS,BTC
